Year_From,Year_To,Direction,State_To,County_To,State,County,State_From_Name,County_From_Name,Returns,Exemptions,Income
1995,1996,Outflow,36,111,12,95,FL,Orange County,12,17,203
1995,1996,Outflow,36,111,34,31,NJ,Passaic County,12,32,267
1995,1996,Outflow,36,111,36,19,NY,Clinton County,12,23,223
1995,1996,Outflow,36,111,36,65,NY,Oneida County,12,23,348
1995,1996,Outflow,36,111,50,7,VT,Chittenden County,12,20,338
1995,1996,Outflow,36,111,12,71,FL,Lee County,11,16,295
1995,1996,Outflow,36,111,36,5,NY,Bronx County,11,14,245
1995,1996,Outflow,36,111,6,75,CA,San Francisco County,10,10,131
1995,1996,Outflow,36,111,12,111,FL,St Lucie County,10,15,320
1995,1996,Outflow,36,111,34,13,NJ,Essex County,10,18,236
1995,1996,Outflow,36,111,42,91,PA,Montgomery County,10,16,247
1995,1996,Outflow,36,111,45,45,SC,Greenville County,10,20,429
1995,1996,Outflow,36,111,48,453,TX,Travis County,10,16,446
1995,1996,Outflow,36,111,58,0,SS,Other Flows - Same State,111,241,3293
1995,1996,Outflow,36,111,59,0,DS,Other Flows - Diff State,997,1805,27806
1995,1996,Outflow,36,111,59,1,DS,Other Flows - Northeast,220,410,6896
1995,1996,Outflow,36,111,59,3,DS,Other Flows - Midwest,106,215,3703
1995,1996,Outflow,36,111,59,5,DS,Other Flows - South,492,890,13129
1995,1996,Outflow,36,111,59,7,DS,Other Flows - West,179,290,4078
1995,1996,Outflow,36,111,57,9,FR,Foreign - Other flows,12,25,179
1995,1996,Outflow,36,113,96,0,NY,Warren County Tot Mig-US & For,1770,3233,50072
1995,1996,Outflow,36,113,97,0,NY,Warren County Tot Mig-US,1754,3199,49774
1995,1996,Outflow,36,113,97,1,NY,Warren County Tot Mig-Same St,1081,1965,26239
1995,1996,Outflow,36,113,97,3,NY,Warren County Tot Mig-Diff St,673,1234,23535
1995,1996,Outflow,36,113,98,0,NY,Warren County Tot Mig-Foreign,16,34,298
1995,1996,Outflow,36,113,36,113,NY,Warren County Non-Migrants,21908,48519,810421
1995,1996,Outflow,36,113,36,91,NY,Saratoga County,408,753,10773
1995,1996,Outflow,36,113,36,115,NY,Washington County,325,655,7198
1995,1996,Outflow,36,113,36,1,NY,Albany County,57,73,1130
1995,1996,Outflow,36,113,36,31,NY,Essex County,51,102,1136
1995,1996,Outflow,36,113,36,67,NY,Onondaga County,23,46,756
1995,1996,Outflow,36,113,37,183,NC,Wake County,19,31,340
1995,1996,Outflow,36,113,25,17,MA,Middlesex County,16,16,379
1995,1996,Outflow,36,113,36,83,NY,Rensselaer County,16,25,305
1995,1996,Outflow,36,113,12,11,FL,Broward County,14,24,416
1995,1996,Outflow,36,113,36,19,NY,Clinton County,13,15,257
1995,1996,Outflow,36,113,36,61,NY,New York County,13,14,251
1995,1996,Outflow,36,113,36,65,NY,Oneida County,12,22,257
1995,1996,Outflow,36,113,36,93,NY,Schenectady County,12,16,296
1995,1996,Outflow,36,113,37,119,NC,Mecklenburg County,12,27,469
1995,1996,Outflow,36,113,12,99,FL,Palm Beach County,10,16,360
1995,1996,Outflow,36,113,12,103,FL,Pinellas County,10,16,452
1995,1996,Outflow,36,113,36,27,NY,Dutchess County,10,12,199
1995,1996,Outflow,36,113,36,35,NY,Fulton County,10,28,232
1995,1996,Outflow,36,113,36,55,NY,Monroe County,10,17,274
1995,1996,Outflow,36,113,36,103,NY,Suffolk County,10,20,250
1995,1996,Outflow,36,113,58,0,SS,Other Flows - Same State,111,167,2925
1995,1996,Outflow,36,113,59,0,DS,Other Flows - Diff State,592,1104,21120
1995,1996,Outflow,36,113,59,1,DS,Other Flows - Northeast,167,305,5157
1995,1996,Outflow,36,113,59,3,DS,Other Flows - Midwest,64,147,2825
1995,1996,Outflow,36,113,59,5,DS,Other Flows - South,279,531,8834
1995,1996,Outflow,36,113,59,7,DS,Other Flows - West,82,121,4304
1995,1996,Outflow,36,113,57,9,FR,Foreign - Other flows,16,34,298
1995,1996,Outflow,36,115,96,0,NY,Washington Coun Tot Mig-US & For,1342,2510,32118
1995,1996,Outflow,36,115,97,0,NY,Washington Coun Tot Mig-US,1342,2510,32118
1995,1996,Outflow,36,115,97,1,NY,Washington Coun Tot Mig-Same St,864,1604,20485
1995,1996,Outflow,36,115,97,3,NY,Washington Coun Tot Mig-Diff St,478,906,11633
1995,1996,Outflow,36,115,36,115,NY,Washington Coun Non-Migrants,19389,44697,598373
1995,1996,Outflow,36,115,36,113,NY,Warren County,340,624,7455
1995,1996,Outflow,36,115,36,91,NY,Saratoga County,254,479,6041
1995,1996,Outflow,36,115,36,83,NY,Rensselaer County,66,136,1560
1995,1996,Outflow,36,115,50,21,VT,Rutland County,54,113,1132
1995,1996,Outflow,36,115,36,1,NY,Albany County,38,54,749
1995,1996,Outflow,36,115,50,3,VT,Bennington County,37,71,1526
1995,1996,Outflow,36,115,36,93,NY,Schenectady County,20,35,462
1995,1996,Outflow,36,115,36,31,NY,Essex County,16,38,269
1995,1996,Outflow,36,115,36,19,NY,Clinton County,14,26,410
1995,1996,Outflow,36,115,36,67,NY,Onondaga County,11,20,471
1995,1996,Outflow,36,115,58,0,SS,Other Flows - Same State,105,192,3069
1995,1996,Outflow,36,115,59,0,DS,Other Flows - Diff State,387,722,8974
1995,1996,Outflow,36,115,59,1,DS,Other Flows - Northeast,109,204,2884
1995,1996,Outflow,36,115,59,3,DS,Other Flows - Midwest,37,65,863
1995,1996,Outflow,36,115,59,5,DS,Other Flows - South,196,374,4318
1995,1996,Outflow,36,115,59,7,DS,Other Flows - West,45,79,909
1995,1996,Outflow,36,117,96,0,NY,Wayne County Tot Mig-US & For,1897,3576,55193
1995,1996,Outflow,36,117,97,0,NY,Wayne County Tot Mig-US,1875,3528,54542
1995,1996,Outflow,36,117,97,1,NY,Wayne County Tot Mig-Same St,1311,2402,38070
1995,1996,Outflow,36,117,97,3,NY,Wayne County Tot Mig-Diff St,564,1126,16472
1995,1996,Outflow,36,117,98,0,NY,Wayne County Tot Mig-Foreign,22,48,651
1995,1996,Outflow,36,117,36,117,NY,Wayne County Non-Migrants,31685,74680,1196214
1995,1996,Outflow,36,117,36,55,NY,Monroe County,647,1107,19002
1995,1996,Outflow,36,117,36,69,NY,Ontario County,302,596,10257
1995,1996,Outflow,36,117,36,99,NY,Seneca County,50,88,924
1995,1996,Outflow,36,117,36,11,NY,Cayuga County,45,107,683
1995,1996,Outflow,36,117,36,67,NY,Onondaga County,34,60,912
1995,1996,Outflow,36,117,36,75,NY,Oswego County,22,46,528
1995,1996,Outflow,36,117,36,51,NY,Livingston County,21,36,549
1995,1996,Outflow,36,117,36,123,NY,Yates County,19,45,613
1995,1996,Outflow,36,117,36,101,NY,Steuben County,17,31,328
1995,1996,Outflow,36,117,36,29,NY,Erie County,15,24,405
1995,1996,Outflow,36,117,57,3,FR,Foreign - Puerto Rico,12,31,97
1995,1996,Outflow,36,117,12,99,FL,Palm Beach County,11,14,312
1995,1996,Outflow,36,117,12,105,FL,Polk County,10,15,134
1995,1996,Outflow,36,117,36,15,NY,Chemung County,10,20,199
1995,1996,Outflow,36,117,36,89,NY,St Lawrence County,10,27,323
1995,1996,Outflow,36,117,58,0,SS,Other Flows - Same State,119,215,3348
1995,1996,Outflow,36,117,59,0,DS,Other Flows - Diff State,543,1097,16026
1995,1996,Outflow,36,117,59,1,DS,Other Flows - Northeast,89,158,2635
1995,1996,Outflow,36,117,59,3,DS,Other Flows - Midwest,57,115,1960
1995,1996,Outflow,36,117,59,5,DS,Other Flows - South,329,693,9930
1995,1996,Outflow,36,117,59,7,DS,Other Flows - West,68,131,1502
1995,1996,Outflow,36,117,57,9,FR,Foreign - Other flows,10,17,554
1995,1996,Outflow,36,119,96,0,NY,Westchester Cou Tot Mig-US & For,18869,34573,1136797
1995,1996,Outflow,36,119,97,0,NY,Westchester Cou Tot Mig-US,18439,33574,1102573
1995,1996,Outflow,36,119,97,1,NY,Westchester Cou Tot Mig-Same St,8481,15255,498573
1995,1996,Outflow,36,119,97,3,NY,Westchester Cou Tot Mig-Diff St,9958,18319,603999
1995,1996,Outflow,36,119,98,0,NY,Westchester Cou Tot Mig-Foreign,430,999,34224
1995,1996,Outflow,36,119,36,119,NY,Westchester Cou Non-Migrants,309743,655199,21246394
1995,1996,Outflow,36,119,36,61,NY,New York County,2140,3149,235971
1995,1996,Outflow,36,119,9,1,CT,Fairfield County,1494,2859,115828
1995,1996,Outflow,36,119,36,5,NY,Bronx County,1466,2764,41904
1995,1996,Outflow,36,119,36,79,NY,Putnam County,1122,2243,55425
1995,1996,Outflow,36,119,36,27,NY,Dutchess County,960,2074,42760
1995,1996,Outflow,36,119,36,87,NY,Rockland County,504,966,25174
1995,1996,Outflow,36,119,36,81,NY,Queens County,469,830,16039
1995,1996,Outflow,36,119,36,47,NY,Kings County,370,595,12008
1995,1996,Outflow,36,119,12,99,FL,Palm Beach County,325,582,25251
1995,1996,Outflow,36,119,12,11,FL,Broward County,294,538,18466
1995,1996,Outflow,36,119,36,59,NY,Nassau County,282,521,17901
1995,1996,Outflow,36,119,34,3,NJ,Bergen County,273,533,19635
1995,1996,Outflow,36,119,36,103,NY,Suffolk County,258,454,15935
1995,1996,Outflow,36,119,36,71,NY,Orange County,243,530,10917
1995,1996,Outflow,36,119,6,37,CA,Los Angeles County,175,285,9838
1995,1996,Outflow,36,119,25,17,MA,Middlesex County,163,248,8202
1995,1996,Outflow,36,119,9,9,CT,New Haven County,161,295,8905
1995,1996,Outflow,36,119,34,17,NJ,Hudson County,161,233,6659
1995,1996,Outflow,36,119,17,31,IL,Cook County,132,211,7967
1995,1996,Outflow,36,119,12,25,FL,Dade County,128,230,4167
1995,1996,Outflow,36,119,4,13,AZ,Maricopa County,125,217,6528
1995,1996,Outflow,36,119,25,25,MA,Suffolk County,120,149,4556
1995,1996,Outflow,36,119,37,183,NC,Wake County,105,228,7094
1995,1996,Outflow,36,119,34,23,NJ,Middlesex County,101,191,5374
1995,1996,Outflow,36,119,34,27,NJ,Morris County,95,190,9966
1995,1996,Outflow,36,119,6,75,CA,San Francisco County,92,105,6731
1995,1996,Outflow,36,119,12,95,FL,Orange County,90,188,3219
1995,1996,Outflow,36,119,13,121,GA,Fulton County,89,183,6003
1995,1996,Outflow,36,119,12,103,FL,Pinellas County,86,142,3482
1995,1996,Outflow,36,119,37,119,NC,Mecklenburg County,86,191,6184
1995,1996,Outflow,36,119,36,111,NY,Ulster County,82,134,2416
1995,1996,Outflow,36,119,6,85,CA,Santa Clara County,81,166,6052
1995,1996,Outflow,36,119,13,89,GA,De Kalb County,81,135,2508
1995,1996,Outflow,36,119,42,101,PA,Philadelphia County,79,106,2089
1995,1996,Outflow,36,119,34,13,NJ,Essex County,78,150,4356
1995,1996,Outflow,36,119,11,1,DC,District Of Columbia,74,91,3481
1995,1996,Outflow,36,119,48,201,TX,Harris County,73,148,4188
1995,1996,Outflow,36,119,34,25,NJ,Monmouth County,72,147,4564
1995,1996,Outflow,36,119,9,5,CT,Litchfield County,69,158,4220
1995,1996,Outflow,36,119,36,1,NY,Albany County,68,115,2735
1995,1996,Outflow,36,119,53,33,WA,King County,67,97,2570
1995,1996,Outflow,36,119,51,59,VA,Fairfax County,65,127,2928
1995,1996,Outflow,36,119,25,21,MA,Norfolk County,63,93,3207
1995,1996,Outflow,36,119,9,3,CT,Hartford County,61,96,4474
1995,1996,Outflow,36,119,34,39,NJ,Union County,60,130,4802
1995,1996,Outflow,36,119,12,57,FL,Hillsborough County,59,122,2189
1995,1996,Outflow,36,119,24,31,MD,Montgomery County,57,102,3684
1995,1996,Outflow,36,119,34,29,NJ,Ocean County,56,101,2883
1995,1996,Outflow,36,119,6,73,CA,San Diego County,54,85,2733
1995,1996,Outflow,36,119,12,115,FL,Sarasota County,53,87,7023
1995,1996,Outflow,36,119,32,3,NV,Clark County,50,86,2349
1995,1996,Outflow,36,119,25,1,MA,Barnstable County,49,91,3508
1995,1996,Outflow,36,119,4,19,AZ,Pima County,48,70,2962
1995,1996,Outflow,36,119,13,67,GA,Cobb County,48,97,1811
1995,1996,Outflow,36,119,34,31,NJ,Passaic County,46,72,2333
1995,1996,Outflow,36,119,12,71,FL,Lee County,45,81,3647
1995,1996,Outflow,36,119,6,59,CA,Orange County,44,87,2272
1995,1996,Outflow,36,119,34,35,NJ,Somerset County,44,85,4640
1995,1996,Outflow,36,119,24,5,MD,Baltimore County,42,96,2756
1995,1996,Outflow,36,119,36,29,NY,Erie County,42,53,898
1995,1996,Outflow,36,119,36,67,NY,Onondaga County,40,73,1999
1995,1996,Outflow,36,119,51,810,VA,Virginia Beach,40,74,1267
1995,1996,Outflow,36,119,57,5,FR,Foreign - APO/FPO ZIPs,40,63,698
1995,1996,Outflow,36,119,48,113,TX,Dallas County,39,83,2633
1995,1996,Outflow,36,119,48,453,TX,Travis County,39,63,1949
1995,1996,Outflow,36,119,36,55,NY,Monroe County,38,61,1638
1995,1996,Outflow,36,119,36,85,NY,Richmond County,38,67,1419
1995,1996,Outflow,36,119,12,35,FL,Flagler County,37,78,2909
1995,1996,Outflow,36,119,37,129,NC,New Hanover County,37,56,1563
1995,1996,Outflow,36,119,57,3,FR,Foreign - Puerto Rico,37,96,1563
1995,1996,Outflow,36,119,12,81,FL,Manatee County,36,65,2220
1995,1996,Outflow,36,119,12,85,FL,Martin County,36,74,2247
1995,1996,Outflow,36,119,51,13,VA,Arlington County,36,57,1508
1995,1996,Outflow,36,119,12,9,FL,Brevard County,35,75,1307
1995,1996,Outflow,36,119,36,91,NY,Saratoga County,35,64,1959
1995,1996,Outflow,36,119,12,127,FL,Volusia County,34,70,1526
1995,1996,Outflow,36,119,25,9,MA,Essex County,34,77,3541
1995,1996,Outflow,36,119,42,91,PA,Montgomery County,34,52,2078
1995,1996,Outflow,36,119,6,1,CA,Alameda County,33,50,1403
1995,1996,Outflow,36,119,13,135,GA,Gwinnett County,33,65,1662
1995,1996,Outflow,36,119,36,21,NY,Columbia County,33,63,1340
1995,1996,Outflow,36,119,8,31,CO,Denver County,32,44,1506
1995,1996,Outflow,36,119,34,21,NJ,Mercer County,32,65,2241
1995,1996,Outflow,36,119,8,13,CO,Boulder County,31,57,2060
1995,1996,Outflow,36,119,42,89,PA,Monroe County,30,60,1182
1995,1996,Outflow,36,119,36,105,NY,Sullivan County,29,59,833
1995,1996,Outflow,36,119,37,81,NC,Guilford County,29,67,1933
1995,1996,Outflow,36,119,39,49,OH,Franklin County,29,55,3249
1995,1996,Outflow,36,119,50,7,VT,Chittenden County,29,50,1297
1995,1996,Outflow,36,119,12,101,FL,Pasco County,28,40,861
1995,1996,Outflow,36,119,12,109,FL,St Johns County,28,51,1830
1995,1996,Outflow,36,119,15,3,HI,Honolulu County,28,48,737
1995,1996,Outflow,36,119,25,3,MA,Berkshire County,28,40,1713
1995,1996,Outflow,36,119,39,99,OH,Mahoning County,28,66,1955
1995,1996,Outflow,36,119,42,3,PA,Allegheny County,28,44,1859
1995,1996,Outflow,36,119,42,17,PA,Bucks County,28,52,2206
1995,1996,Outflow,36,119,24,510,MD,Baltimore,27,43,1397
1995,1996,Outflow,36,119,25,15,MA,Hampshire County,27,38,1065
1995,1996,Outflow,36,119,33,11,NH,Hillsborough County,27,48,1589
1995,1996,Outflow,36,119,12,31,FL,Duval County,26,54,908
1995,1996,Outflow,36,119,12,117,FL,Seminole County,26,58,884
1995,1996,Outflow,36,119,37,63,NC,Durham County,26,38,874
1995,1996,Outflow,36,119,12,21,FL,Collier County,25,51,2347
1995,1996,Outflow,36,119,22,17,LA,Caddo Parish,25,63,1682
1995,1996,Outflow,36,119,23,5,ME,Cumberland County,25,50,2314
1995,1996,Outflow,36,119,24,33,MD,Prince George's Coun,25,47,745
1995,1996,Outflow,36,119,27,53,MN,Hennepin County,25,37,1910
1995,1996,Outflow,36,119,42,29,PA,Chester County,25,64,2081
1995,1996,Outflow,36,119,47,37,TN,Davidson County,25,39,862
1995,1996,Outflow,36,119,10,3,DE,New Castle County,24,62,1585
1995,1996,Outflow,36,119,12,53,FL,Hernando County,24,44,871
1995,1996,Outflow,36,119,25,27,MA,Worcester County,24,44,1498
1995,1996,Outflow,36,119,26,125,MI,Oakland County,24,47,2216
1995,1996,Outflow,36,119,51,87,VA,Henrico County,24,43,728
1995,1996,Outflow,36,119,34,5,NJ,Burlington County,23,47,1225
1995,1996,Outflow,36,119,35,1,NM,Bernalillo County,23,42,1251
1995,1996,Outflow,36,119,36,7,NY,Broome County,23,32,770
1995,1996,Outflow,36,119,39,35,OH,Cuyahoga County,23,45,919
1995,1996,Outflow,36,119,51,760,VA,Richmond,23,36,474
1995,1996,Outflow,36,119,45,51,SC,Horry County,22,38,1143
1995,1996,Outflow,36,119,9,7,CT,Middlesex County,21,38,1069
1995,1996,Outflow,36,119,9,11,CT,New London County,21,31,1319
1995,1996,Outflow,36,119,17,97,IL,Lake County,21,59,3380
1995,1996,Outflow,36,119,24,27,MD,Howard County,21,43,2004
1995,1996,Outflow,36,119,36,83,NY,Rensselaer County,21,39,759
1995,1996,Outflow,36,119,37,51,NC,Cumberland County,21,33,510
1995,1996,Outflow,36,119,45,19,SC,Charleston County,21,36,1053
1995,1996,Outflow,36,119,6,81,CA,San Mateo County,20,31,1803
1995,1996,Outflow,36,119,24,3,MD,Anne Arundel County,20,37,1621
1995,1996,Outflow,36,119,26,161,MI,Washtenaw County,20,33,1070
1995,1996,Outflow,36,119,41,51,OR,Multnomah County,20,25,587
1995,1996,Outflow,36,119,12,111,FL,St Lucie County,19,37,759
1995,1996,Outflow,36,119,17,43,IL,Du Page County,19,47,2287
1995,1996,Outflow,36,119,36,39,NY,Greene County,19,35,673
1995,1996,Outflow,36,119,44,7,RI,Providence County,19,34,533
1995,1996,Outflow,36,119,45,13,SC,Beaufort County,19,34,1217
1995,1996,Outflow,36,119,6,13,CA,Contra Costa County,18,41,1925
1995,1996,Outflow,36,119,12,61,FL,Indian River County,18,27,1382
1995,1996,Outflow,36,119,12,97,FL,Osceola County,18,35,299
1995,1996,Outflow,36,119,44,9,RI,Washington County,18,35,832
1995,1996,Outflow,36,119,12,83,FL,Marion County,17,40,546
1995,1996,Outflow,36,119,33,15,NH,Rockingham County,17,31,1176
1995,1996,Outflow,36,119,39,61,OH,Hamilton County,17,25,972
1995,1996,Outflow,36,119,42,45,PA,Delaware County,17,33,1922
1995,1996,Outflow,36,119,42,103,PA,Pike County,17,38,1054
1995,1996,Outflow,36,119,48,85,TX,Collin County,17,36,2063
1995,1996,Outflow,36,119,51,41,VA,Chesterfield County,17,31,1052
1995,1996,Outflow,36,119,8,5,CO,Arapahoe County,16,32,1333
1995,1996,Outflow,36,119,29,189,MO,St Louis County,16,39,1481
1995,1996,Outflow,36,119,36,25,NY,Delaware County,16,37,578
1995,1996,Outflow,36,119,36,109,NY,Tompkins County,16,19,411
1995,1996,Outflow,36,119,49,35,UT,Salt Lake County,16,24,775
1995,1996,Outflow,36,119,51,3,VA,Albemarle County,16,24,690
1995,1996,Outflow,36,119,51,510,VA,Alexandria,16,20,708
1995,1996,Outflow,36,119,18,97,IN,Marion County,15,29,853
1995,1996,Outflow,36,119,34,1,NJ,Atlantic County,15,34,541
1995,1996,Outflow,36,119,36,65,NY,Oneida County,15,26,508
1995,1996,Outflow,36,119,36,113,NY,Warren County,15,28,685
1995,1996,Outflow,36,119,48,29,TX,Bexar County,15,33,639
1995,1996,Outflow,36,119,6,41,CA,Marin County,14,29,1378
1995,1996,Outflow,36,119,6,65,CA,Riverside County,14,27,846
1995,1996,Outflow,36,119,12,17,FL,Citrus County,14,29,645
1995,1996,Outflow,36,119,24,25,MD,Harford County,14,37,779
1995,1996,Outflow,36,119,42,79,PA,Luzerne County,14,33,916
1995,1996,Outflow,36,119,12,15,FL,Charlotte County,13,28,658
1995,1996,Outflow,36,119,22,71,LA,Orleans Parish,13,16,291
1995,1996,Outflow,36,119,25,13,MA,Hampden County,13,24,534
1995,1996,Outflow,36,119,37,21,NC,Buncombe County,13,18,525
1995,1996,Outflow,36,119,45,79,SC,Richland County,13,25,295
1995,1996,Outflow,36,119,48,27,TX,Bell County,13,16,249
1995,1996,Outflow,36,119,51,153,VA,Prince William Count,13,24,327
1995,1996,Outflow,36,119,8,59,CO,Jefferson County,12,20,548
1995,1996,Outflow,36,119,26,163,MI,Wayne County,12,25,1294
1995,1996,Outflow,36,119,34,7,NJ,Camden County,12,21,445
1995,1996,Outflow,36,119,36,77,NY,Otsego County,12,20,387
1995,1996,Outflow,36,119,37,37,NC,Chatham County,12,38,1582
1995,1996,Outflow,36,119,42,71,PA,Lancaster County,12,26,577
1995,1996,Outflow,36,119,47,157,TN,Shelby County,12,20,1014
1995,1996,Outflow,36,119,12,87,FL,Monroe County,11,16,252
1995,1996,Outflow,36,119,34,19,NJ,Hunterdon County,11,20,605
1995,1996,Outflow,36,119,36,93,NY,Schenectady County,11,21,476
1995,1996,Outflow,36,119,37,67,NC,Forsyth County,11,22,844
1995,1996,Outflow,36,119,37,133,NC,Onslow County,11,19,122
1995,1996,Outflow,36,119,42,133,PA,York County,11,18,571
1995,1996,Outflow,36,119,44,5,RI,Newport County,11,13,457
1995,1996,Outflow,36,119,48,439,TX,Tarrant County,11,24,528
1995,1996,Outflow,36,119,6,71,CA,San Bernardino Count,10,16,292
1995,1996,Outflow,36,119,8,41,CO,El Paso County,10,15,370
1995,1996,Outflow,36,119,12,105,FL,Polk County,10,26,348
1995,1996,Outflow,36,119,25,23,MA,Plymouth County,10,29,900
1995,1996,Outflow,36,119,37,19,NC,Brunswick County,10,18,459
1995,1996,Outflow,36,119,37,49,NC,Craven County,10,17,346
1995,1996,Outflow,36,119,37,135,NC,Orange County,10,26,1059
1995,1996,Outflow,36,119,41,39,OR,Lane County,10,15,350
1995,1996,Outflow,36,119,42,95,PA,Northampton County,10,14,430
1995,1996,Outflow,36,119,45,45,SC,Greenville County,10,23,429
1995,1996,Outflow,36,119,48,121,TX,Denton County,10,26,567
1995,1996,Outflow,36,119,50,25,VT,Windham County,10,19,444
1995,1996,Outflow,36,119,58,0,SS,Other Flows - Same State,114,183,4055
1995,1996,Outflow,36,119,59,0,DS,Other Flows - Diff State,1538,2902,80981
1995,1996,Outflow,36,119,59,1,DS,Other Flows - Northeast,266,471,16294
1995,1996,Outflow,36,119,59,3,DS,Other Flows - Midwest,286,570,18797
1995,1996,Outflow,36,119,59,5,DS,Other Flows - South,682,1354,31182
1995,1996,Outflow,36,119,59,7,DS,Other Flows - West,304,507,14706
1995,1996,Outflow,36,119,57,9,FR,Foreign - Other flows,353,840,31964
1995,1996,Outflow,36,121,96,0,NY,Wyoming County Tot Mig-US & For,761,1370,17523
1995,1996,Outflow,36,121,97,0,NY,Wyoming County Tot Mig-US,761,1370,17523
1995,1996,Outflow,36,121,97,1,NY,Wyoming County Tot Mig-Same St,545,982,12636
1995,1996,Outflow,36,121,97,3,NY,Wyoming County Tot Mig-Diff St,216,388,4887
1995,1996,Outflow,36,121,36,121,NY,Wyoming County Non-Migrants,12518,29814,403811
1995,1996,Outflow,36,121,36,29,NY,Erie County,134,234,3244
1995,1996,Outflow,36,121,36,37,NY,Genesee County,123,221,2734
1995,1996,Outflow,36,121,36,9,NY,Cattaraugus County,84,180,1569
1995,1996,Outflow,36,121,36,51,NY,Livingston County,61,109,1342
1995,1996,Outflow,36,121,36,55,NY,Monroe County,36,55,1133
1995,1996,Outflow,36,121,36,3,NY,Allegany County,29,60,665
1995,1996,Outflow,36,121,36,13,NY,Chautauqua County,11,18,225
1995,1996,Outflow,36,121,58,0,SS,Other Flows - Same State,67,105,1724
1995,1996,Outflow,36,121,59,0,DS,Other Flows - Diff State,216,388,4887
1995,1996,Outflow,36,121,59,1,DS,Other Flows - Northeast,34,57,648
1995,1996,Outflow,36,121,59,3,DS,Other Flows - Midwest,26,49,625
1995,1996,Outflow,36,121,59,5,DS,Other Flows - South,118,226,2704
1995,1996,Outflow,36,121,59,7,DS,Other Flows - West,38,56,910
1995,1996,Outflow,36,123,96,0,NY,Yates County Tot Mig-US & For,473,913,10961
1995,1996,Outflow,36,123,97,0,NY,Yates County Tot Mig-US,473,913,10961
1995,1996,Outflow,36,123,97,1,NY,Yates County Tot Mig-Same St,316,609,7171
1995,1996,Outflow,36,123,97,3,NY,Yates County Tot Mig-Diff St,157,304,3790
1995,1996,Outflow,36,123,36,123,NY,Yates County Non-Migrants,7099,16549,218320
1995,1996,Outflow,36,123,36,69,NY,Ontario County,117,217,2262
1995,1996,Outflow,36,123,36,101,NY,Steuben County,44,92,825
1995,1996,Outflow,36,123,36,55,NY,Monroe County,31,43,786
1995,1996,Outflow,36,123,36,97,NY,Schuyler County,30,70,570
1995,1996,Outflow,36,123,36,99,NY,Seneca County,16,40,588
1995,1996,Outflow,36,123,58,0,SS,Other Flows - Same State,78,147,2140
1995,1996,Outflow,36,123,59,0,DS,Other Flows - Diff State,157,304,3790
1995,1996,Outflow,36,123,59,1,DS,Other Flows - Northeast,40,77,966
1995,1996,Outflow,36,123,59,3,DS,Other Flows - Midwest,13,24,232
1995,1996,Outflow,36,123,59,5,DS,Other Flows - South,85,164,2068
1995,1996,Outflow,36,123,59,7,DS,Other Flows - West,19,39,524
1996,1997,Inflow,34,0,96,0,NJ,Total Mig - US & For,"179,238","334,099","8,514,731"
1996,1997,Inflow,34,0,97,0,NJ,Total Mig - US,"175,191","327,864","8,393,962"
1996,1997,Inflow,34,0,97,1,NJ,Total Mig - US Same St,"103,234","191,665","4,728,937"
1996,1997,Inflow,34,0,97,3,NJ,Total Mig - US Diff St,"71,957","136,199","3,665,025"
1996,1997,Inflow,34,0,98,0,NJ,Total Mig - Foreign,"4,047","6,235","120,770"
1996,1997,Inflow,34,1,96,0,NJ,Atlantic County Tot Mig-US & For,"4,733","8,480","148,834"
1996,1997,Inflow,34,1,97,0,NJ,Atlantic County Tot Mig-US,"4,698","8,420","148,364"
1996,1997,Inflow,34,1,97,1,NJ,Atlantic County Tot Mig-Same St,"2,662","4,793","85,433"
1996,1997,Inflow,34,1,97,3,NJ,Atlantic County Tot Mig-Diff St,"2,036","3,627","62,931"
1996,1997,Inflow,34,1,98,0,NJ,Atlantic County Tot Mig-Foreign,35,60,470
1996,1997,Inflow,34,1,34,1,NJ,Atlantic County Non-Migrants,"95,171","202,346","3,750,526"
1996,1997,Inflow,34,1,34,9,NJ,Cape May County,600,"1,077","19,667"
1996,1997,Inflow,34,1,34,7,NJ,Camden County,503,916,"16,934"
1996,1997,Inflow,34,1,34,11,NJ,Cumberland County,395,807,"10,478"
1996,1997,Inflow,34,1,42,101,PA,Philadelphia County,278,459,"9,129"
1996,1997,Inflow,34,1,34,15,NJ,Gloucester County,277,520,"9,727"
1996,1997,Inflow,34,1,34,5,NJ,Burlington County,225,395,"8,534"
1996,1997,Inflow,34,1,34,29,NJ,Ocean County,222,361,"6,052"
1996,1997,Inflow,34,1,42,91,PA,Montgomery County,97,159,"5,009"
1996,1997,Inflow,34,1,36,81,NY,Queens County,88,199,"1,688"
1996,1997,Inflow,34,1,42,45,PA,Delaware County,84,129,"3,122"
1996,1997,Inflow,34,1,34,25,NJ,Monmouth County,74,111,"1,930"
1996,1997,Inflow,34,1,42,17,PA,Bucks County,66,105,"2,829"
1996,1997,Inflow,34,1,36,47,NY,Kings County,62,118,"1,382"
1996,1997,Inflow,34,1,34,23,NJ,Middlesex County,60,90,"2,171"
1996,1997,Inflow,34,1,36,61,NY,New York County,50,100,"1,491"
1996,1997,Inflow,34,1,34,21,NJ,Mercer County,46,77,"1,601"
1996,1997,Inflow,34,1,34,13,NJ,Essex County,40,63,"1,022"
1996,1997,Inflow,34,1,34,3,NJ,Bergen County,38,62,850
