Year_From,Year_To,Direction,State_To,County_To,State,County,State_From_Name,County_From_Name,Returns,Exemptions,Income
1992,1993,Inflow,36,1,0,1,NY,Albany,7492,12033,198537
1992,1993,Inflow,36,1,36,83,NY,Rensselaer,1263,2093,30030
1992,1993,Inflow,36,1,36,93,NY,Schenectady,1038,1717,27286
1992,1993,Inflow,36,1,36,91,NY,Saratoga,900,1503,26003
1992,1993,Inflow,36,1,57,1,FR,Foreign / Overseas,199,225,1484
1992,1993,Inflow,36,1,36,39,NY,Greene,177,292,4000
1992,1993,Inflow,36,1,36,67,NY,Onondaga,132,194,3370
1992,1993,Inflow,36,1,36,103,NY,Suffolk,119,175,2792
1992,1993,Inflow,36,1,36,21,NY,Columbia,103,155,2562
1992,1993,Inflow,36,1,36,81,NY,Queens,101,172,2470
1992,1993,Inflow,36,1,36,61,NY,New York,98,152,4161
1992,1993,Inflow,36,1,36,119,NY,Westchester,95,151,3930
1992,1993,Inflow,36,1,36,111,NY,Ulster,94,134,2144
1992,1993,Inflow,36,1,36,65,NY,Oneida,88,133,1728
1992,1993,Inflow,36,1,36,47,NY,Kings,86,148,2148
1992,1993,Inflow,36,1,36,55,NY,Monroe,85,116,2410
1992,1993,Inflow,36,1,36,27,NY,Dutchess,81,97,1738
1992,1993,Inflow,36,1,36,59,NY,Nassau,78,107,2050
1992,1993,Inflow,36,1,36,29,NY,Erie,76,138,2874
1992,1993,Inflow,36,1,36,95,NY,Schoharie,67,99,1478
1992,1993,Inflow,36,1,36,71,NY,Orange,64,96,1300
1992,1993,Inflow,36,1,36,57,NY,Montgomery,61,81,1402
1992,1993,Inflow,36,1,36,113,NY,Warren,56,84,1102
1992,1993,Inflow,36,1,36,35,NY,Fulton,52,69,1045
1992,1993,Inflow,36,1,57,5,FR,APO / FPO Zip Code,50,102,1133
1992,1993,Inflow,36,1,25,17,Ma,Middlesex,50,79,2250
1992,1993,Inflow,36,1,36,7,NY,Broome,49,62,907
1992,1993,Inflow,36,1,36,19,NY,Clinton,47,67,852
1992,1993,Inflow,36,1,36,87,NY,Rockland,44,60,937
1992,1993,Inflow,36,1,36,5,NY,Bronx,43,70,877
1992,1993,Inflow,36,1,6,37,Ca,Los Angeles,43,66,1659
1992,1993,Inflow,36,1,25,3,Ma,Berkshire,40,75,1334
1992,1993,Inflow,36,1,9,3,Ct,Hartford,34,51,1434
1992,1993,Inflow,36,1,17,31,Il,Cook,34,45,968
1992,1993,Inflow,36,1,25,25,Ma,Suffolk,29,42,552
1992,1993,Inflow,36,1,36,77,NY,Otsego,29,37,508
1992,1993,Inflow,36,1,36,43,NY,Herkimer,27,42,494
1992,1993,Inflow,36,1,36,31,NY,Essex,27,39,551
1992,1993,Inflow,36,1,36,115,NY,Washington,27,33,577
1992,1993,Inflow,36,1,9,9,Ct,New Haven,25,37,753
1992,1993,Inflow,36,1,6,73,Ca,San Diego,24,45,453
1992,1993,Inflow,36,1,36,89,NY,St. Lawrence,24,39,367
1992,1993,Inflow,36,1,34,3,NJ,Bergen,23,36,878
1992,1993,Inflow,36,1,12,99,Fl,Palm Beach,22,29,576
1992,1993,Inflow,36,1,12,11,Fl,Broward,21,31,493
1992,1993,Inflow,36,1,25,9,Ma,Essex,21,32,855
1992,1993,Inflow,36,1,36,45,NY,Jefferson,20,25,315
1992,1993,Inflow,36,1,9,1,Ct,Fairfield,20,40,1028
1992,1993,Inflow,36,1,25,27,Ma,Worcester,18,29,672
1992,1993,Inflow,36,1,36,75,NY,Oswego,18,22,336
1992,1993,Inflow,36,1,36,105,NY,Sullivan,18,23,320
1992,1993,Inflow,36,1,12,25,Fl,Dade,18,31,813
1992,1993,Inflow,36,1,34,13,NJ,Essex,18,27,703
1992,1993,Inflow,36,1,36,15,NY,Chemung,17,34,430
1992,1993,Inflow,36,1,34,23,NJ,Middlesex,17,26,608
1992,1993,Inflow,36,1,39,49,Oh,Franklin,17,25,565
1992,1993,Inflow,36,1,36,109,NY,Tompkins,16,27,476
1992,1993,Inflow,36,1,36,69,NY,Ontario,16,17,347
1992,1993,Inflow,36,1,25,13,Ma,Hampden,16,26,488
1992,1993,Inflow,36,1,34,25,NJ,Monmouth,16,29,533
1992,1993,Inflow,36,1,36,85,NY,Richmond,16,20,393
1992,1993,Inflow,36,1,34,27,NJ,Morris,15,28,942
1992,1993,Inflow,36,1,25,21,Ma,Norfolk,15,25,904
1992,1993,Inflow,36,1,50,7,Vt,Chittenden,15,20,298
1992,1993,Inflow,36,1,51,810,Va,Virginia Beach city,14,22,258
1992,1993,Inflow,36,1,9,11,Ct,New London,14,22,211
1992,1993,Inflow,36,1,36,13,NY,Chautauqua,14,22,325
1992,1993,Inflow,36,1,36,53,NY,Madison,14,19,362
1992,1993,Inflow,36,1,12,95,Fl,Orange,13,18,178
1992,1993,Inflow,36,1,4,13,Az,Maricopa,13,29,886
1992,1993,Inflow,36,1,24,31,Md,Montgomery,13,24,431
1992,1993,Inflow,36,1,36,33,NY,Franklin,13,18,204
1992,1993,Inflow,36,1,44,7,RI,Providence,13,21,446
1992,1993,Inflow,36,1,39,61,Oh,Hamilton,12,23,315
1992,1993,Inflow,36,1,36,11,NY,Cayuga,12,16,296
1992,1993,Inflow,36,1,50,3,Vt,Bennington,12,15,245
1992,1993,Inflow,36,1,12,103,Fl,Pinellas,11,22,479
1992,1993,Inflow,36,1,42,45,Pa,Delaware,11,15,482
1992,1993,Inflow,36,1,8,41,Co,El Paso,10,19,230
1992,1993,Inflow,36,1,53,33,Wa,King,10,19,724
1992,1993,Inflow,36,1,12,31,Fl,Duval,10,24,270
1992,1993,Inflow,36,1,11,1,DC,"Wash.,D.C.",10,12,342
1992,1993,Inflow,36,1,48,201,Tx,Harris,10,18,883
1992,1993,Inflow,36,1,48,113,Tx,Dallas,10,24,504
1992,1993,Inflow,36,1,36,3,NY,Allegany,10,16,215
1992,1993,Inflow,36,1,50,21,Vt,Rutland,10,14,246
1992,1993,Inflow,36,1,51,59,Va,Fairfax,10,15,323
1992,1993,Inflow,36,1,36,25,NY,Delaware,10,16,228
1992,1993,Inflow,36,1,42,3,Pa,Allegheny,10,18,248
1992,1993,Inflow,36,1,63,10,XX,Same State,78,106,1392
1992,1993,Inflow,36,1,63,11,XX,Region 1: Northeast,259,445,9247
1992,1993,Inflow,36,1,63,12,XX,Region 2: Midwest,162,277,5455
1992,1993,Inflow,36,1,63,13,XX,Region 3: South,385,713,10304
1992,1993,Inflow,36,1,63,14,XX,Region 4: West,167,287,3722
1992,1993,Inflow,36,1,63,50,NY,County Non-Migrant,106311,214676,4015205
1992,1993,Inflow,36,3,0,1,NY,Allegany,796,1691,16498
1992,1993,Inflow,36,3,36,9,NY,Cattaraugus,122,265,2692
1992,1993,Inflow,36,3,36,101,NY,Steuben,82,177,1556
1992,1993,Inflow,36,3,36,29,NY,Erie,79,166,1474
1992,1993,Inflow,36,3,36,55,NY,Monroe,42,72,873
1992,1993,Inflow,36,3,36,51,NY,Livingston,28,65,547
1992,1993,Inflow,36,3,36,121,NY,Wyoming,27,71,457
1992,1993,Inflow,36,3,57,1,FR,Foreign / Overseas,17,21,75
1992,1993,Inflow,36,3,36,63,NY,Niagara,17,35,333
1992,1993,Inflow,36,3,42,105,Pa,Potter,16,28,158
1992,1993,Inflow,36,3,57,5,FR,APO / FPO Zip Code,14,28,286
1992,1993,Inflow,36,3,36,37,NY,Genesee,12,28,189
1992,1993,Inflow,36,3,36,67,NY,Onondaga,11,17,223
1992,1993,Inflow,36,3,42,83,Pa,McKean,10,18,114
1992,1993,Inflow,36,3,63,10,XX,Same State,74,133,1703
1992,1993,Inflow,36,3,63,11,XX,Region 1: Northeast,62,151,1673
1992,1993,Inflow,36,3,63,12,XX,Region 2: Midwest,38,87,1290
1992,1993,Inflow,36,3,63,13,XX,Region 3: South,100,231,1741
1992,1993,Inflow,36,3,63,14,XX,Region 4: West,45,98,1114
1992,1993,Inflow,36,3,63,50,NY,County Non-Migrant,14400,35268,401249
1992,1993,Inflow,36,5,0,1,NY,Bronx,15665,32161,417510
1992,1993,Inflow,36,5,36,61,NY,New York,6292,13956,188424
1992,1993,Inflow,36,5,36,47,NY,Kings,1972,4271,44664
1992,1993,Inflow,36,5,36,81,NY,Queens,1794,3742,42664
1992,1993,Inflow,36,5,36,119,NY,Westchester,1350,2546,36754
1992,1993,Inflow,36,5,34,17,NJ,Hudson,232,446,5344
1992,1993,Inflow,36,5,57,1,FR,Foreign / Overseas,231,270,3116
1992,1993,Inflow,36,5,36,59,NY,Nassau,217,402,7759
1992,1993,Inflow,36,5,34,3,NJ,Bergen,210,401,5698
1992,1993,Inflow,36,5,36,103,NY,Suffolk,196,368,5561
1992,1993,Inflow,36,5,36,87,NY,Rockland,142,263,4511
1992,1993,Inflow,36,5,57,5,FR,APO / FPO Zip Code,131,220,2086
1992,1993,Inflow,36,5,34,13,NJ,Essex,128,258,3310
1992,1993,Inflow,36,5,36,85,NY,Richmond,122,240,3424
1992,1993,Inflow,36,5,9,1,Ct,Fairfield,90,159,2469
1992,1993,Inflow,36,5,12,25,Fl,Dade,90,165,1210
1992,1993,Inflow,36,5,36,71,NY,Orange,78,158,2379
1992,1993,Inflow,36,5,12,11,Fl,Broward,75,115,1474
1992,1993,Inflow,36,5,34,31,NJ,Passaic,69,148,1201
1992,1993,Inflow,36,5,6,37,Ca,Los Angeles,65,100,1251
1992,1993,Inflow,36,5,34,23,NJ,Middlesex,56,105,1496
1992,1993,Inflow,36,5,36,27,NY,Dutchess,52,86,1581
1992,1993,Inflow,36,5,6,73,Ca,San Diego,48,73,884
1992,1993,Inflow,36,5,17,31,Il,Cook,46,80,943
1992,1993,Inflow,36,5,42,101,Pa,Philadelphia,46,80,1254
1992,1993,Inflow,36,5,57,3,FR,Foreign / Puerto Rico,38,79,418
1992,1993,Inflow,36,5,36,79,NY,Putnam,38,71,1446
1992,1993,Inflow,36,5,12,95,Fl,Orange,38,67,469
1992,1993,Inflow,36,5,36,111,NY,Ulster,36,60,764
1992,1993,Inflow,36,5,34,39,NJ,Union,34,73,887
1992,1993,Inflow,36,5,9,9,Ct,New Haven,30,41,619
1992,1993,Inflow,36,5,9,3,Ct,Hartford,30,51,642
1992,1993,Inflow,36,5,34,25,NJ,Monmouth,29,50,2768
1992,1993,Inflow,36,5,36,1,NY,Albany,28,37,496
1992,1993,Inflow,36,5,34,27,NJ,Morris,28,48,841
1992,1993,Inflow,36,5,37,133,NC,Onslow,27,51,350
1992,1993,Inflow,36,5,12,99,Fl,Palm Beach,26,48,735
1992,1993,Inflow,36,5,48,201,Tx,Harris,25,47,421
1992,1993,Inflow,36,5,25,25,Ma,Suffolk,23,39,451
1992,1993,Inflow,36,5,12,57,Fl,Hillsborough,22,33,280
1992,1993,Inflow,36,5,24,33,Md,Prince George's,22,35,301
1992,1993,Inflow,36,5,13,89,Ga,De Kalb,21,38,232
1992,1993,Inflow,36,5,25,9,Ma,Essex,21,50,218
1992,1993,Inflow,36,5,36,29,NY,Erie,20,45,271
1992,1993,Inflow,36,5,51,59,Va,Fairfax,19,34,622
1992,1993,Inflow,36,5,12,9,Fl,Brevard,18,32,294
1992,1993,Inflow,36,5,12,97,Fl,Osceola,18,45,181
1992,1993,Inflow,36,5,34,35,NJ,Somerset,17,29,9774
1992,1993,Inflow,36,5,6,1,Ca,Alameda,17,26,421
1992,1993,Inflow,36,5,12,31,Fl,Duval,16,29,204
1992,1993,Inflow,36,5,44,7,RI,Providence,16,35,242
1992,1993,Inflow,36,5,45,19,SC,Charleston,16,34,241
1992,1993,Inflow,36,5,11,1,DC,"Wash.,D.C.",15,17,411
1992,1993,Inflow,36,5,36,105,NY,Sullivan,15,38,384
1992,1993,Inflow,36,5,37,51,NC,Cumberland,15,27,185
1992,1993,Inflow,36,5,51,810,Va,Virginia Beach city,15,32,225
1992,1993,Inflow,36,5,34,5,NJ,Burlington,15,33,321
1992,1993,Inflow,36,5,24,510,Md,Baltimore city,15,24,290
1992,1993,Inflow,36,5,6,59,Ca,Orange,14,25,199
1992,1993,Inflow,36,5,36,67,NY,Onondaga,14,20,181
1992,1993,Inflow,36,5,6,75,Ca,San Francisco,14,16,292
1992,1993,Inflow,36,5,13,121,Ga,Fulton,13,23,356
1992,1993,Inflow,36,5,25,17,Ma,Middlesex,13,16,265
1992,1993,Inflow,36,5,36,55,NY,Monroe,13,28,302
1992,1993,Inflow,36,5,25,21,Ma,Norfolk,13,24,429
1992,1993,Inflow,36,5,48,27,Tx,Bell,13,26,274
1992,1993,Inflow,36,5,53,33,Wa,King,13,25,151
1992,1993,Inflow,36,5,24,31,Md,Montgomery,12,19,355
1992,1993,Inflow,36,5,51,760,Va,Richmond city,12,43,197
1992,1993,Inflow,36,5,25,27,Ma,Worcester,12,25,175
1992,1993,Inflow,36,5,51,710,Va,Norfolk city,12,20,191
1992,1993,Inflow,36,5,15,3,Hi,Honolulu,12,27,447
1992,1993,Inflow,36,5,24,5,Md,Baltimore,12,26,175
1992,1993,Inflow,36,5,12,103,Fl,Pinellas,11,18,154
1992,1993,Inflow,36,5,48,113,Tx,Dallas,11,23,420
1992,1993,Inflow,36,5,13,179,Ga,Liberty,11,20,132
1992,1993,Inflow,36,5,6,53,Ca,Monterey,11,26,175
1992,1993,Inflow,36,5,42,91,Pa,Montgomery,11,18,164
1992,1993,Inflow,36,5,42,77,Pa,Lehigh,11,15,109
1992,1993,Inflow,36,5,36,45,NY,Jefferson,11,27,193
1992,1993,Inflow,36,5,37,119,NC,Mecklenburg,10,20,160
1992,1993,Inflow,36,5,25,13,Ma,Hampden,10,19,126
1992,1993,Inflow,36,5,6,71,Ca,San Bernardino,10,18,97
1992,1993,Inflow,36,5,63,10,XX,Same State,59,90,1003
1992,1993,Inflow,36,5,63,11,XX,Region 1: Northeast,163,278,3337
1992,1993,Inflow,36,5,63,12,XX,Region 2: Midwest,133,220,2600
1992,1993,Inflow,36,5,63,13,XX,Region 3: South,396,750,6544
1992,1993,Inflow,36,5,63,14,XX,Region 4: West,120,206,2446
1992,1993,Inflow,36,5,63,50,NY,County Non-Migrant,313141,663518,8980852
1992,1993,Inflow,36,7,0,1,NY,Broome,3232,5828,85114
1992,1993,Inflow,36,7,36,107,NY,Tioga,392,731,9621
1992,1993,Inflow,36,7,36,17,NY,Chenango,184,336,3928
1992,1993,Inflow,36,7,57,1,FR,Foreign / Overseas,138,143,577
1992,1993,Inflow,36,7,42,115,Pa,Susquehanna,130,238,2254
1992,1993,Inflow,36,7,36,67,NY,Onondaga,84,133,1905
1992,1993,Inflow,36,7,36,55,NY,Monroe,60,85,1420
1992,1993,Inflow,36,7,36,23,NY,Cortland,59,122,1499
1992,1993,Inflow,36,7,36,29,NY,Erie,58,77,1279
1992,1993,Inflow,36,7,36,25,NY,Delaware,56,107,1495
1992,1993,Inflow,36,7,36,109,NY,Tompkins,46,85,1288
1992,1993,Inflow,36,7,36,103,NY,Suffolk,43,70,1063
1992,1993,Inflow,36,7,6,85,Ca,Santa Clara,40,98,4183
1992,1993,Inflow,36,7,57,5,FR,APO / FPO Zip Code,39,58,862
1992,1993,Inflow,36,7,36,65,NY,Oneida,37,81,1336
1992,1993,Inflow,36,7,36,47,NY,Kings,36,55,827
1992,1993,Inflow,36,7,36,15,NY,Chemung,35,56,847
1992,1993,Inflow,36,7,36,77,NY,Otsego,31,45,691
1992,1993,Inflow,36,7,36,27,NY,Dutchess,31,58,1218
1992,1993,Inflow,36,7,36,61,NY,New York,28,50,614
1992,1993,Inflow,36,7,36,81,NY,Queens,28,42,511
1992,1993,Inflow,36,7,36,71,NY,Orange,26,54,846
1992,1993,Inflow,36,7,36,59,NY,Nassau,26,37,517
1992,1993,Inflow,36,7,42,15,Pa,Bradford,25,45,509
1992,1993,Inflow,36,7,25,17,Ma,Middlesex,22,29,529
1992,1993,Inflow,36,7,36,119,NY,Westchester,22,37,1099
1992,1993,Inflow,36,7,36,105,NY,Sullivan,21,45,517
1992,1993,Inflow,36,7,42,69,Pa,Lackawanna,21,44,456
1992,1993,Inflow,36,7,36,1,NY,Albany,21,32,443
1992,1993,Inflow,36,7,51,153,Va,Prince William,21,61,1107
1992,1993,Inflow,36,7,9,1,Ct,Fairfield,19,27,918
1992,1993,Inflow,36,7,36,101,NY,Steuben,19,26,400
1992,1993,Inflow,36,7,12,99,Fl,Palm Beach,18,26,18
1992,1993,Inflow,36,7,36,5,NY,Bronx,18,26,261
1992,1993,Inflow,36,7,36,45,NY,Jefferson,18,33,256
1992,1993,Inflow,36,7,36,11,NY,Cayuga,18,41,463
1992,1993,Inflow,36,7,36,111,NY,Ulster,17,36,585
1992,1993,Inflow,36,7,36,91,NY,Saratoga,16,24,510
1992,1993,Inflow,36,7,6,37,Ca,Los Angeles,16,24,327
1992,1993,Inflow,36,7,12,103,Fl,Pinellas,15,30,307
1992,1993,Inflow,36,7,36,63,NY,Niagara,15,33,345
1992,1993,Inflow,36,7,51,59,Va,Fairfax,14,21,460
1992,1993,Inflow,36,7,48,201,Tx,Harris,14,29,650
1992,1993,Inflow,36,7,9,3,Ct,Hartford,14,22,298
1992,1993,Inflow,36,7,42,79,Pa,Luzerne,14,30,398
1992,1993,Inflow,36,7,36,19,NY,Clinton,13,21,476
1992,1993,Inflow,36,7,12,127,Fl,Volusia,13,22,304
1992,1993,Inflow,36,7,12,9,Fl,Brevard,12,20,376
1992,1993,Inflow,36,7,34,23,NJ,Middlesex,12,17,391
1992,1993,Inflow,36,7,36,87,NY,Rockland,12,19,207
1992,1993,Inflow,36,7,12,11,Fl,Broward,11,19,124
1992,1993,Inflow,36,7,36,93,NY,Schenectady,11,18,296
1992,1993,Inflow,36,7,42,91,Pa,Montgomery,11,22,416
1992,1993,Inflow,36,7,36,75,NY,Oswego,11,16,185
1992,1993,Inflow,36,7,6,73,Ca,San Diego,11,22,177
1992,1993,Inflow,36,7,48,453,Tx,Travis,10,20,1104
1992,1993,Inflow,36,7,17,31,Il,Cook,10,13,259
1992,1993,Inflow,36,7,34,3,NJ,Bergen,10,14,349
1992,1993,Inflow,36,7,36,83,NY,Rensselaer,10,16,289
1992,1993,Inflow,36,7,24,31,Md,Montgomery,10,23,516
1992,1993,Inflow,36,7,42,101,Pa,Philadelphia,10,17,260
1992,1993,Inflow,36,7,39,49,Oh,Franklin,10,20,798
1992,1993,Inflow,36,7,9,11,Ct,New London,10,22,175
1992,1993,Inflow,36,7,63,10,XX,Same State,116,223,2872
1992,1993,Inflow,36,7,63,11,XX,Region 1: Northeast,256,471,7685
1992,1993,Inflow,36,7,63,12,XX,Region 2: Midwest,112,206,3425
1992,1993,Inflow,36,7,63,13,XX,Region 3: South,394,778,10969
1992,1993,Inflow,36,7,63,14,XX,Region 4: West,152,327,3824
1992,1993,Inflow,36,7,63,50,NY,County Non-Migrant,74764,163033,2498164
1992,1993,Inflow,36,9,0,1,NY,Cattaraugus,1425,2942,32412
1992,1993,Inflow,36,9,36,29,NY,Erie,403,846,9855
1992,1993,Inflow,36,9,36,13,NY,Chautauqua,128,266,2874
1992,1993,Inflow,36,9,36,3,NY,Allegany,110,214,1666
1992,1993,Inflow,36,9,36,121,NY,Wyoming,67,159,1251
1992,1993,Inflow,36,9,42,83,Pa,McKean,54,102,1173
1992,1993,Inflow,36,9,36,55,NY,Monroe,28,48,641
1992,1993,Inflow,36,9,36,63,NY,Niagara,25,45,674
1992,1993,Inflow,36,9,57,5,FR,APO / FPO Zip Code,21,42,342
1992,1993,Inflow,36,9,42,105,Pa,Potter,15,30,218
1992,1993,Inflow,36,9,57,1,FR,Foreign / Overseas,13,18,217
1992,1993,Inflow,36,9,36,67,NY,Onondaga,10,20,211
1992,1993,Inflow,36,9,36,37,NY,Genesee,10,20,218
1992,1993,Inflow,36,9,63,10,XX,Same State,107,208,2860
1992,1993,Inflow,36,9,63,11,XX,Region 1: Northeast,115,235,2988
1992,1993,Inflow,36,9,63,12,XX,Region 2: Midwest,57,131,1681
1992,1993,Inflow,36,9,63,13,XX,Region 3: South,179,377,3469
1992,1993,Inflow,36,9,63,14,XX,Region 4: West,83,181,2074
1992,1993,Inflow,36,9,63,50,NY,County Non-Migrant,27374,64012,832407
1992,1993,Inflow,36,11,0,1,NY,Cayuga,1250,2464,29481
1992,1993,Inflow,36,11,36,67,NY,Onondaga,360,689,8189
1992,1993,Inflow,36,11,36,75,NY,Oswego,93,199,2408
1992,1993,Inflow,36,11,36,109,NY,Tompkins,71,164,1874
1992,1993,Inflow,36,11,36,117,NY,Wayne,63,114,997
1992,1993,Inflow,36,11,36,23,NY,Cortland,54,122,1257
1992,1993,Inflow,36,11,36,55,NY,Monroe,39,77,1336
1992,1993,Inflow,36,11,36,99,NY,Seneca,26,40,617
1992,1993,Inflow,36,11,36,29,NY,Erie,21,37,554
1992,1993,Inflow,36,11,57,5,FR,APO / FPO Zip Code,21,43,395
1992,1993,Inflow,36,11,36,53,NY,Madison,20,47,701
1992,1993,Inflow,36,11,36,7,NY,Broome,19,32,490
1992,1993,Inflow,36,11,36,69,NY,Ontario,14,27,221
1992,1993,Inflow,36,11,36,65,NY,Oneida,10,17,294
1992,1993,Inflow,36,11,63,10,XX,Same State,130,243,3082
1992,1993,Inflow,36,11,63,11,XX,Region 1: Northeast,84,180,2548
1992,1993,Inflow,36,11,63,12,XX,Region 2: Midwest,38,70,860
1992,1993,Inflow,36,11,63,13,XX,Region 3: South,120,225,2377
1992,1993,Inflow,36,11,63,14,XX,Region 4: West,67,138,1281
1992,1993,Inflow,36,11,63,50,NY,County Non-Migrant,26995,61999,790529
1992,1993,Inflow,36,13,0,1,NY,Chautauqua,1644,3307,38747
1992,1993,Inflow,36,13,36,29,NY,Erie,348,712,8965
1992,1993,Inflow,36,13,36,9,NY,Cattaraugus,162,335,3355
1992,1993,Inflow,36,13,42,49,Pa,Erie,98,218,2387
1992,1993,Inflow,36,13,42,123,Pa,Warren,46,97,630
1992,1993,Inflow,36,13,36,55,NY,Monroe,45,67,976
1992,1993,Inflow,36,13,36,63,NY,Niagara,29,50,623
1992,1993,Inflow,36,13,57,5,FR,APO / FPO Zip Code,28,57,532
1992,1993,Inflow,36,13,36,67,NY,Onondaga,17,27,344
1992,1993,Inflow,36,13,6,73,Ca,San Diego,14,26,241
1992,1993,Inflow,36,13,42,3,Pa,Allegheny,14,20,240
1992,1993,Inflow,36,13,42,83,Pa,McKean,13,21,168
1992,1993,Inflow,36,13,36,65,NY,Oneida,13,37,488
1992,1993,Inflow,36,13,12,71,Fl,Lee,11,23,173
1992,1993,Inflow,36,13,36,101,NY,Steuben,10,14,172
1992,1993,Inflow,36,13,12,57,Fl,Hillsborough,10,18,283
1992,1993,Inflow,36,13,36,75,NY,Oswego,10,19,263
1992,1993,Inflow,36,13,12,103,Fl,Pinellas,10,16,187
1992,1993,Inflow,36,13,42,39,Pa,Crawford,10,21,194
1992,1993,Inflow,36,13,36,45,NY,Jefferson,10,22,158
1992,1993,Inflow,36,13,39,35,Oh,Cuyahoga,10,17,245
1992,1993,Inflow,36,13,63,10,XX,Same State,142,258,3136
1992,1993,Inflow,36,13,63,11,XX,Region 1: Northeast,149,315,4083
1992,1993,Inflow,36,13,63,12,XX,Region 2: Midwest,95,219,3252
1992,1993,Inflow,36,13,63,13,XX,Region 3: South,264,510,5433
1992,1993,Inflow,36,13,63,14,XX,Region 4: West,86,188,2219
1992,1993,Inflow,36,13,63,50,NY,County Non-Migrant,47436,108058,1382216
1992,1993,Inflow,36,15,0,1,NY,Chemung,1363,2734,36438
1992,1993,Inflow,36,15,36,101,NY,Steuben,214,427,5712
1992,1993,Inflow,36,15,36,97,NY,Schuyler,76,152,1585
1992,1993,Inflow,36,15,42,15,Pa,Bradford,72,140,1413
1992,1993,Inflow,36,15,36,107,NY,Tioga,64,141,1430
1992,1993,Inflow,36,15,36,109,NY,Tompkins,59,100,1134
1992,1993,Inflow,36,15,42,117,Pa,Tioga,40,73,833
1992,1993,Inflow,36,15,36,7,NY,Broome,35,59,624
1992,1993,Inflow,36,15,36,55,NY,Monroe,35,73,1800
1992,1993,Inflow,36,15,36,67,NY,Onondaga,27,41,546
1992,1993,Inflow,36,15,36,29,NY,Erie,24,41,438
1992,1993,Inflow,36,15,57,5,FR,APO / FPO Zip Code,17,41,346
1992,1993,Inflow,36,15,36,123,NY,Yates,14,33,251
1992,1993,Inflow,36,15,36,23,NY,Cortland,13,25,322
1992,1993,Inflow,36,15,6,73,Ca,San Diego,12,17,264
1992,1993,Inflow,36,15,36,103,NY,Suffolk,11,19,334
1992,1993,Inflow,36,15,12,57,Fl,Hillsborough,10,17,173
1992,1993,Inflow,36,15,4,13,Az,Maricopa,10,17,192
1992,1993,Inflow,36,15,57,1,FR,Foreign / Overseas,10,12,123
1992,1993,Inflow,36,15,63,10,XX,Same State,168,354,5710
1992,1993,Inflow,36,15,63,11,XX,Region 1: Northeast,137,274,4677
1992,1993,Inflow,36,15,63,12,XX,Region 2: Midwest,53,115,2024
1992,1993,Inflow,36,15,63,13,XX,Region 3: South,202,442,5072
1992,1993,Inflow,36,15,63,14,XX,Region 4: West,60,121,1435
1992,1993,Inflow,36,15,63,50,NY,County Non-Migrant,31701,71405,1005029
1992,1993,Inflow,36,17,0,1,NY,Chenango,991,2131,23336
1992,1993,Inflow,36,17,36,7,NY,Broome,179,383,3794
1992,1993,Inflow,36,17,36,77,NY,Otsego,104,233,1933
1992,1993,Inflow,36,17,36,25,NY,Delaware,94,218,2037
1992,1993,Inflow,36,17,36,53,NY,Madison,76,176,1355
1992,1993,Inflow,36,17,36,23,NY,Cortland,41,95,687
1992,1993,Inflow,36,17,36,65,NY,Oneida,22,51,509
1992,1993,Inflow,36,17,36,103,NY,Suffolk,22,47,551
1992,1993,Inflow,36,17,36,67,NY,Onondaga,21,37,487
1992,1993,Inflow,36,17,36,81,NY,Queens,13,22,264
1992,1993,Inflow,36,17,36,107,NY,Tioga,11,26,302
1992,1993,Inflow,36,17,36,59,NY,Nassau,10,22,167
1992,1993,Inflow,36,17,36,109,NY,Tompkins,10,19,278
1992,1993,Inflow,36,17,63,10,XX,Same State,119,244,2497
1992,1993,Inflow,36,17,63,11,XX,Region 1: Northeast,91,195,2844
1992,1993,Inflow,36,17,63,12,XX,Region 2: Midwest,28,62,1710
1992,1993,Inflow,36,17,63,13,XX,Region 3: South,92,202,1880
1992,1993,Inflow,36,17,63,14,XX,Region 4: West,47,81,1272
1992,1993,Inflow,36,17,63,15,XX,Foreign,11,18,769
1992,1993,Inflow,36,17,63,50,NY,County Non-Migrant,17013,40307,501732
1992,1993,Inflow,36,19,0,1,NY,Clinton,1680,3630,41880
1992,1993,Inflow,36,19,57,5,FR,APO / FPO Zip Code,122,339,2900
1992,1993,Inflow,36,19,36,31,NY,Essex,100,208,2041
1992,1993,Inflow,36,19,36,33,NY,Franklin,92,176,1912
1992,1993,Inflow,36,19,36,89,NY,St. Lawrence,38,69,759
1992,1993,Inflow,36,19,36,91,NY,Saratoga,35,61,710
1992,1993,Inflow,36,19,50,7,Vt,Chittenden,33,67,917
1992,1993,Inflow,36,19,26,69,Mi,Iosco,27,86,846
1992,1993,Inflow,36,19,36,1,NY,Albany,25,30,481
1992,1993,Inflow,36,19,5,93,Ar,Mississippi,22,72,702
1992,1993,Inflow,36,19,36,93,NY,Schenectady,19,32,401
1992,1993,Inflow,36,19,42,49,Pa,Erie,19,52,822
1992,1993,Inflow,36,19,36,113,NY,Warren,18,29,334
1992,1993,Inflow,36,19,36,67,NY,Onondaga,18,30,471
1992,1993,Inflow,36,19,57,1,FR,Foreign / Overseas,17,31,417
1992,1993,Inflow,36,19,36,65,NY,Oneida,17,34,580
1992,1993,Inflow,36,19,48,439,Tx,Tarrant,16,39,430
